timestep,reward
17107392,1.1466
17126592,1.1118
17145792,0.9545
17164992,0.987
17184192,1.0787
17203392,0.9602
17222592,1.0267
17241792,1.0186
17260992,1.1131
17280192,1.038
17299392,0.9966
17318592,1.1868
17337792,1.0742
17356992,1.0824
17376192,1.0937
17395392,1.0454
17414592,1.0325
17433792,1.1937
17452992,1.0215
17472192,0.9927
17491392,1.0639
17510592,1.0787
17529792,1.0457
17548992,0.9675
17568192,1.0937
17587392,1.0566
17606592,0.9853
17625792,1.0897
17644992,1.0357
17664192,1.1336
17683392,1.0525
17702592,1.0749
17721792,1.1998
17740992,1.0032
17760192,1.0827
17779392,1.1089
17798592,0.9867
17817792,0.9279
17836992,1.1108
17856192,0.9733
17875392,1.0559
17894592,0.9741
17913792,1.1064
17932992,0.9764
17952192,1.0563
17971392,1.0701
17990592,0.9756
18009792,1.038
18028992,0.9496
18048192,1.0527
18067392,1.037
18086592,1.0508
18105792,0.9712
18124992,1.0886
18144192,1.0107
18163392,0.9619
18182592,1.0121
18201792,0.9753
18220992,1.1722
18240192,1.0737
18259392,1.0878
18278592,1.073
18297792,1.1487
18316992,1.0232
18336192,1.0897
18355392,1.0925
18374592,1.0175
18393792,1.1727
18412992,1.1173
18432192,1.0303
18451392,1.0102
18470592,1.182
18489792,0.981
18508992,1.1057
18528192,0.9953
18547392,1.0721
18566592,1.0013
18585792,1.09
18604992,1.0911
18624192,1.0488
18643392,0.9522
18662592,0.9235
18681792,1.0443
18700992,0.8799
18720192,1.1458
18739392,1.2281
18758592,1.013
18777792,0.9824
18796992,1.1208
18816192,0.9798
18835392,1.0162
18854592,1.0463
18873792,0.8984
18892992,1.0271
18912192,1.0533
18931392,1.0469
18950592,1.0816
18969792,1.0518
18988992,1.1159
19008192,1.0023
19027392,1.0663
19046592,1.1074
19065792,1.0183
19084992,1.1047
19104192,1.076
19123392,1.004
19142592,0.9982
19161792,1.0622
19180992,1.2127
